"Year","Planning.Area","Administrative.Region","Neighborhood","Population","Month","Cases"
2017,"Planning Area 1.0","VII São Cristovão","Benfica",25081,8,0
2017,"Planning Area 1.0","VII São Cristovão","Benfica",25081,9,1
2017,"Planning Area 1.0","VII São Cristovão","Benfica",25081,10,1
2017,"Planning Area 1.0","VII São Cristovão","Benfica",25081,11,0
2017,"Planning Area 1.0","VII São Cristovão","Benfica",25081,12,1
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,1,1
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,2,2
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,3,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,4,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,5,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,6,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,7,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,8,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,9,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,10,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,11,0
2017,"Planning Area 1.0","VII São Cristovão","Mangueira",17835,12,0
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,1,4
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,2,6
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,3,2
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,4,3
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,5,2
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,6,1
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,7,4
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,8,1
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,9,0
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,10,1
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,11,0
2017,"Planning Area 1.0","VII São Cristovão","São Cristóvão",26510,12,1
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,1,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,2,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,3,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,4,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,5,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,6,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,7,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,8,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,9,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,10,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,11,0
2017,"Planning Area 1.0","VII São Cristovão","Vasco da Gama",15482,12,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,1,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,2,1
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,3,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,4,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,5,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,6,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,7,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,8,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,9,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,10,0
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,11,1
2017,"Planning Area 1.0","XXI Ilha de Paquetá","Paquetá",3361,12,0
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,1,6
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,2,5
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,3,4
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,4,7
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,5,6
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,6,2
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,7,4
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,8,1
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,9,0
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,10,5
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,11,2
2017,"Planning Area 1.0","XXIII Santa Teresa","Santa Teresa",40926,12,5
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,1,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,2,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,3,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,4,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,5,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,6,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,7,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,9,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,10,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Cidade Universitária",1556,12,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,1,4
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,2,3
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,3,2
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,4,4
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,5,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,6,3
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,7,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,9,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,10,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Galeão",22971,12,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,1,1
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,2,3
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,3,4
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,4,3
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,5,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,6,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,7,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,9,1
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,10,1
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Jardim Carioca",24848,12,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,1,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,2,0
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,3,2
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,4,2
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,5,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,6,0
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,7,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,9,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,10,1
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Moneró",6476,12,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,1,1
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,2,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,3,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,4,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,5,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,6,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,7,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,9,2
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,10,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Portuguesa",23856,12,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,1,4
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,2,3
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,3,2
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,4,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,5,2
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,6,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,7,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,8,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,9,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,10,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,11,0
2017,"Planning Area 3.1","XX Ilha do Governador","Tauá",29567,12,1
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,1,9
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,2,5
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,3,14
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,4,3
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,5,0
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,6,1
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,7,0
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,8,0
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,9,0
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,10,0
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,11,1
2017,"Planning Area 3.1","XXIX Complexo do Alemão","Complexo do Alemão",69143,12,2
2017,"Planning Area 3.1","XXX Maré","Maré",129770,1,1
2017,"Planning Area 3.1","XXX Maré","Maré",129770,2,5
2017,"Planning Area 3.1","XXX Maré","Maré",129770,3,2
2017,"Planning Area 3.1","XXX Maré","Maré",129770,4,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,5,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,6,1
2017,"Planning Area 3.1","XXX Maré","Maré",129770,7,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,8,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,9,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,10,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,11,0
2017,"Planning Area 3.1","XXX Maré","Maré",129770,12,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,1,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,2,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,3,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,4,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,5,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,6,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,7,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,8,1
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,9,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,10,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,11,0
2017,"Planning Area 3.2","XII Inhaúma","Del Castilho",15610,12,0
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,1,6
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,2,7
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,3,1
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,4,0
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,5,1
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,6,0
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,7,0
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,8,1
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,9,2
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,10,1
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,11,2
2017,"Planning Area 3.2","XII Inhaúma","Engenho da Rainha",26659,12,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,1,2
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,2,2
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,3,1
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,4,1
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,5,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,6,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,7,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,8,1
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,9,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,10,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,11,0
2017,"Planning Area 3.2","XII Inhaúma","Higienópolis",15734,12,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,1,2
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,2,1
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,3,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,4,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,5,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,6,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,7,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,8,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,9,1
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,10,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,11,0
2017,"Planning Area 3.2","XII Inhaúma","Inhaúma",45698,12,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,1,4
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,2,3
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,3,2
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,4,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,5,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,6,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,7,1
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,8,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,9,1
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,10,0
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,11,1
2017,"Planning Area 3.2","XII Inhaúma","Maria da Graça",7972,12,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,1,2
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,2,3
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,3,3
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,4,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,5,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,6,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,7,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,8,1
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,9,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,10,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,11,0
2017,"Planning Area 3.2","XII Inhaúma","Tomás Coelho",22676,12,2
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,1,3
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,2,1
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,3,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,4,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,5,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,6,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,7,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,8,1
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,9,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,10,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,11,0
2017,"Planning Area 3.2","XIII Méier","Abolição",11356,12,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,1,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,2,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,3,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,4,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,5,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,6,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,7,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,8,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,9,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,10,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,11,0
2017,"Planning Area 3.2","XIII Méier","Água Santa",8756,12,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,1,7
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,2,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,3,1
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,4,1
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,5,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,6,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,7,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,8,1
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,9,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,10,1
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,11,0
2017,"Planning Area 3.2","XIII Méier","Cachambi",42415,12,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,1,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,2,2
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,3,1
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,4,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,5,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,6,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,7,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,8,1
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,9,1
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,10,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,11,0
2017,"Planning Area 3.2","XIII Méier","Encantado",15021,12,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,1,1
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,2,5
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,3,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,4,4
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,5,1
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,6,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,7,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,8,1
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,9,1
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,10,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,11,0
2017,"Planning Area 3.2","XIII Méier","Engenho de Dentro",45540,12,0
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,1,2
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,2,2
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,3,8
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,4,1
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,5,0
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,6,0
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,7,0
2017,"Planning Area 3.2","XIII Méier","Engenho Novo",42172,8,1
